title,journal,authors,doi,published,abstract,url,tags
"Soft X-ray emission from warm gas in IllustrisTNG circum-cluster
  environments",,"[{'name': 'Celine Gouin'}, {'name': 'Massimiliano Bonamente'}, {'name': 'Daniela Galarraga-Espinosa'}, {'name': 'Stephen Walker'}, {'name': 'Mohammad Mirakhor'}]",,2023-06-07T18:00:21Z,"Context. Whereas X-ray clusters are extensively used for cosmology, their
idealistic modelling, through the hypotheses of spherical symmetry and
hydrostatic equilibrium, are more and more being questioned. Along these lines,
the soft X-ray emission detected in tens of clusters with ROSAT was found to be
higher than what expected from the idealistic hot gas modelling, pointing to
our incomplete understanding of these objects. Aims. Given that cluster
environments are at the interface between the hot intra-cluster medium (ICM),
warm circum-galactic medium (WCGM) and warm-hot intergalactic medium (WHIM), we
aim to explore the relative soft X-ray emission of different gas phases in
circum-cluster environments. Method. By using the most massive halos in
IllustrisTNG at z=0, we have predicted the hydrodynamical properties of the gas
from cluster centers to their outskirts (5 R200), and modelled their X-ray
radiation for various plasma phases. Results. First, we found that the radial
profile of temperature, density, metallicity and clumpiness of the ICM are in
good agreement with recent X-ray observations of clusters. Secondly, we have
developed a method to predict the radial profile of soft X-ray emission in
different bands, the column density of ions and the X-ray absorption lines (O
VIII, O VII, Ne IX, and Ne IX) of warm-hot gas inside and around clusters.
Conclusion. The warm gas (in the form of both WCGM and WHIM gas) is a strong
emitter in soft X-ray bands, and is qualitatively consistent with the
observational measurements. Our results suggest that the cluster soft excess is
induced by the thermal emission of warm gas in the circum-cluster environments.",http://arxiv.org/abs/2306.04694v1,"[{'term': 'astro-ph.CO', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"The Effect of Angular Scattering Imposed by Charge Exchange and Elastic
  Collisions on Interstellar Neutral Hydrogen Atoms",,"[{'name': 'F. Rahmanifard'}, {'name': 'P. Swaczyna'}, {'name': 'E. J. Zirnstein'}, {'name': 'J. Heerikhuisen'}, {'name': 'A. Galli'}, {'name': 'J. M. Sokół'}, {'name': 'N. A. Schwadron'}, {'name': 'E. Möbius'}, {'name': 'D. J. McComas'}, {'name': 'S. A. Fuselier'}]",,2023-06-07T16:58:25Z,"Angular scattering in charge exchange and elastic collisions between
interstellar ions and neutral (ISN) atoms has been assumed to be negligible in
previous studies. Here, we investigated the momentum transfer associated with
the angular scattering of H atoms using Monte Carlo calculations to simulate
their transport through the outer heliosheath. We considered two cases where
charge exchange and elastic collisions between ISN H atoms and protons occur
with and without momentum transfer in the outer heliosheath. We then simulated
the transport of ISN H atoms inside the heliosphere to simulate count rates
observed in the lowest energy bin of IBEX-Lo. We studied the effect of
radiation pressure on the ISN H measurements for the cases with and without
momentum transfer and compared them with our previous findings. We found an
effective radiation parameter ($\mu_{\scriptsize\textrm{eff}}$, which
represents for force associated with radiation pressure relative to gravity)
for the years 2009-2018 based on the longitudinal shift of the ISN H signal.
The two cases with and without momentum transfer reproduce the longitudinal
shift in accordance with variations in solar activity, in agreement with our
previous results, and they result in similar values for the
$\mu_{\scriptsize\textrm{eff}}$, which is $\sim21-22 \%$ larger than the value
found based on Ly$\alpha$ observations.",http://arxiv.org/abs/2306.04598v1,"[{'term': 'physics.space-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Higgs rapidity in bottom annihilation at NNLL and beyond,,[{'name': 'Goutam Das'}],,2023-06-07T16:07:25Z,"We present resummed predictions for Higgs boson rapidity distribution through
bottom quark annihilation at next-to-next-to-leading logarithmic (NNLL)
accuracy matched to next-to-next-to-leading order (NNLO) in the strong
coupling. Exploiting the universal behavior of soft radiation near the
threshold, we determine the analytic expressions for the process-dependent and
universal perturbative ingredients for threshold resummation in double singular
limits of partonic threshold variables $z_1,z_2$. Subsequently, the threshold
resummation is performed in the double Mellin space within the standard QCD
framework. We also determine the third-order process-dependent non-logarithmic
coefficients using three-loop bottom quark form factor and third-order quark
soft distribution function in rapidity distribution. Further, we have studied
the effects of these new third-order ingredients on the rapidity distribution
of Higgs boson for 13 TeV LHC. We observe a better perturbative convergence in
the resummed predictions on the Higgs rapidity spectrum in bottom quark
annihilation. We also find that the NNLL and N3LL corrections are sizeable
which typically are of the order of $-2.5\%$ and $-1.5\%$ over the respective
available fixed orders with the scale uncertainty remaining at the same level
as the fixed order.",http://arxiv.org/abs/2306.04561v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Spectral variability of photospheric radiation due to faculae II:
  Facular contrasts for cool main-sequence stars",,"[{'name': 'Charlotte M. Norris'}, {'name': 'Yvonne C. Unruh'}, {'name': 'Veronika Witzke'}, {'name': 'Sami K. Solanki'}, {'name': 'Natalie A. Krivova'}, {'name': 'Alexander I. Shapiro'}, {'name': 'Robert Cameron'}, {'name': 'Benjamin Beeck'}]",,2023-06-07T15:40:07Z,"Magnetic features on the surface of stars, such as spots and faculae, cause
stellar spectral variability on time-scales of days and longer. For stars other
than the Sun, the spectral signatures of faculae are poorly understood,
limiting our ability to account for stellar pollution in exoplanet transit
observations. Here we present the first facular contrasts derived from
magnetoconvection simulations for K0, M0 and M2 main-sequence stars and compare
them to previous calculations for G2 main-sequence stars. We simulate
photospheres and immediate subsurface layers of main-sequence spectral types
between K0 and M2, with different injected vertical magnetic fields (0 G, 100
G, 300 G and 500 G) using MURaM, a 3D radiation-magnetohydrodynamics code. We
show synthetic spectra and contrasts from the UV (300 nm) to the IR (10000 nm)
calculated using the ATLAS9 radiative transfer code. The calculations are
performed for nine viewing angles to characterise the facular radiation across
the disc. The brightness contrasts of magnetic regions are found to change
significantly across spectral type, wavelength and magnetic field strength,
leading to the conclusion that accurate contrasts cannot be found by scaling
solar values. This is due to features of different size, apparent structure and
spectral brightness emerging in the presence of a given magnetic field for
different spectral types.",http://arxiv.org/abs/2306.04669v1,"[{'term': 'astro-ph.SR', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.EP', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Dark Matter Constraints from Isomeric $^{\bf 178m}$Hf,,"[{'name': 'D. S. M. Alves'}, {'name': 'S. R. Elliott'}, {'name': 'R. Massarczyk'}, {'name': 'S. J. Meijer'}, {'name': 'H. Ramani'}]",,2023-06-07T14:02:53Z,"We describe a first measurement of the radiation from a $^{\bf 178m}$Hf
sample to search for dark matter. The $\gamma$ flux from this sample, possessed
by Los Alamos National Laboratory nuclear chemistry, was measured with a Ge
detector at a distance of 4 ft due to its high activity. We search for
$\gamma$s that cannot arise from the radioactive decay of $^{\bf 178m}$Hf, but
might arise from the production of a nuclear state due to the inelastic
scattering with dark matter. The limits obtained on this $\gamma$ flux are then
translated into constraints on the parameter space of inelastic dark matter.
Finally, we describe the potential reach of future studies with $^{\bf
178m}$Hf.",http://arxiv.org/abs/2306.04442v1,"[{'term': 'nucl-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Robust and Efficient Fault Diagnosis of mm-Wave Active Phased Arrays
  using Baseband Signal","in IEEE Transactions on Antennas and Propagation, vol. 70, no. 7,
  pp. 5044-5053, July 2022","[{'name': 'Martin H. Nielsen'}, {'name': 'Yufeng Zhang'}, {'name': 'Changbin Xue'}, {'name': 'Jian Ren'}, {'name': 'Yingzeng Yin'}, {'name': 'Ming Shen'}, {'name': 'Gert F. Pedersen'}]",10.1109/TAP.2022.3179898,2023-06-07T11:46:14Z,"One key communication block in 5G and 6G radios is the active phased array
(APA). To ensure reliable operation, efficient and timely fault diagnosis of
APAs on-site is crucial. To date, fault diagnosis has relied on measurement of
frequency domain radiation patterns using costly equipment and multiple
strictly controlled measurement probes, which are time-consuming, complex, and
therefore infeasible for on-site deployment. This paper proposes a novel method
exploiting a Deep Neural Network (DNN) tailored to extract the features hidden
in the baseband in-phase and quadrature signals for classifying the different
faults. It requires only a single probe in one measurement point for fast and
accurate diagnosis of the faulty elements and components in APAs.
  Validation of the proposed method is done using a commercial 28 GHz APA.
Accuracies of 99% and 80% have been demonstrated for single- and multi-element
failure detection, respectively. Three different test scenarios are
investigated: on-off antenna elements, phase variations, and magnitude
attenuation variations. In a low signal to noise ratio of 4 dB, stable fault
detection accuracy above 90% is maintained. This is all achieved with a
detection time of milliseconds (e.g 6~ms), showing a high potential for on-site
deployment.",http://arxiv.org/abs/2306.04360v1,"[{'term': 'eess.SP', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'cs.AI', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"DEMIST: A deep-learning-based task-specific denoising approach for
  myocardial perfusion SPECT",,"[{'name': 'Md Ashequr Rahman'}, {'name': 'Zitong Yu'}, {'name': 'Richard Laforest'}, {'name': 'Craig K. Abbey'}, {'name': 'Barry A. Siegel'}, {'name': 'Abhinav K. Jha'}]",,2023-06-07T08:40:25Z,"There is an important need for methods to process myocardial perfusion
imaging (MPI) SPECT images acquired at lower radiation dose and/or acquisition
time such that the processed images improve observer performance on the
clinical task of detecting perfusion defects. To address this need, we build
upon concepts from model-observer theory and our understanding of the human
visual system to propose a Detection task-specific deep-learning-based approach
for denoising MPI SPECT images (DEMIST). The approach, while performing
denoising, is designed to preserve features that influence observer performance
on detection tasks. We objectively evaluated DEMIST on the task of detecting
perfusion defects using a retrospective study with anonymized clinical data in
patients who underwent MPI studies across two scanners (N = 338). The
evaluation was performed at low-dose levels of 6.25%, 12.5% and 25% and using
an anthropomorphic channelized Hotelling observer. Performance was quantified
using area under the receiver operating characteristics curve (AUC). Images
denoised with DEMIST yielded significantly higher AUC compared to corresponding
low-dose images and images denoised with a commonly used task-agnostic DL-based
denoising method. Similar results were observed with stratified analysis based
on patient sex and defect type. Additionally, DEMIST improved visual fidelity
of the low-dose images as quantified using root mean squared error and
structural similarity index metric. A mathematical analysis revealed that
DEMIST preserved features that assist in detection tasks while improving the
noise properties, resulting in improved observer performance. The results
provide strong evidence for further clinical evaluation of DEMIST to denoise
low-count images in MPI SPECT.",http://arxiv.org/abs/2306.04249v2,"[{'term': 'physics.med-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'cs.CV', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'eess.IV', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Hydrogen crystals reduce dissipation in superconducting resonators,,"[{'name': 'Francesco Valenti'}, {'name': 'Andrew N. Kanagin'}, {'name': 'Andreas Angerer'}, {'name': 'Luiza Buimaga-Iarinca'}, {'name': 'Cristian Morari'}, {'name': 'Jörg Schmiedmayer'}, {'name': 'Ioan M. Pop'}]",,2023-06-07T02:37:19Z,"We show that the internal quality factors of high impedance superconducting
resonators made of granular aluminum can be improved by coating them with
micrometric films of solid para-hydrogen molecular crystals. We attribute the
average measured $\approx 8\%$ reduction in dissipation to absorption of stray
terahertz radiation at the crystal-resonator interface and the subsequent
dissipation of its energy in the form of phonons below the pair-breaking gap.
Our results prove that, contrary to expectations, replacing the vacuum
dielectric atop a superconducting resonator can be beneficial, thanks to the
added protection against Cooper pair-braking terahertz radiation. Moreover, at
the level of internal quality factors in the $10^5$ range, the hydrogen crystal
does not introduce additional losses, which is promising for embedding
impurities to couple to superconducting thin-film devices in hybrid quantum
architectures.",http://arxiv.org/abs/2306.04112v1,"[{'term': 'cond-mat.supr-con', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'quant-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"On the transition from efficient to inefficient line-driving in
  irradiated flows",,"[{'name': 'Randall Dannen'}, {'name': 'Daniel Proga'}, {'name': 'Tim Waters'}]",,2023-06-06T23:22:42Z,"Observations of ionized AGN outflows have provided compelling evidence that
the radiation field transfers both momentum and energy to the plasma. At parsec
scale distances in AGN, energy transfer can dominate, in which case the only
force needed to launch an outflow is that from gas pressure. Much closer to the
black hole, gravity dominates thermal energy due to insufficient heating by the
radiation and the gas is in the so-called `cold' regime. Only magnetic or
radiation forces can then lead to outflow, but it is unclear at what
temperature and ionization state the radiation force weakens, as these
properties depend on the spectral energy distribution (SED). In this work, we
survey the parameter space of radiation forces due to spectral lines resulting
from blackbody SEDs with varying temperatures in the range $\sim 10^4 - 10^6$~K
to identify the radiation temperature at which line-driving begins to lose
efficiency. We find that the temperature $\lesssim4\times10^5$~K marks the
transition to inefficient line driving. We also self-consistently compute the
heating and cooling balance to estimate the gas temperature, so that our
parameter survey covers the transition where thermal driving goes from
negligible to comparable to line driving. We summarize a large set of
hydrodynamical simulations of radial flows to illustrate how the wind
properties change during the transition and the dependence of these properties
on the assumed SED and governing flow parameters.",http://arxiv.org/abs/2306.04063v1,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Defrosting and Blast Freezing Dark Matter,,"[{'name': 'Marcos M. Flores'}, {'name': 'Chris Kouvaris'}, {'name': 'Alexander Kusenko'}]",,2023-06-06T23:14:17Z,"We show that the present-day dark matter abundance can be produced through a
novel mechanism that involves a very rapid thermal freeze-out caused by
inhomogeneous heating and successive fast cooling of small fireballs in the
early Universe. The fireballs can be produced from energy deposited in small
scale structure growth induced by Yukawa interactions in certain particle
species. Yukawa interactions are known to cause growth of halos even during a
radiation dominated era, and the same interactions facilitate cooling and
collapse of the halos by the emission of scalars. Energy deposited in the
Standard Model plasma at the locations of the halo collapse can heat the
plasma, re-establishing thermal equilibrium. The subsequent expansion and
cooling of plasma fireballs leads to freeze-out of dark matter on time scales
much shorter than the Hubble time. This mechanism can produce the right
abundance of dark matter for masses and annihilation cross sections previously
thought to be ruled out.",http://arxiv.org/abs/2306.04056v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Outflow densities and ionisation mechanisms in the NLRs of the
  prototypical Seyfert galaxies NGC 1068 and NGC 4151",,"[{'name': 'Luke R. Holden'}, {'name': 'Clive N. Tadhunter'}]",,2023-06-06T18:00:02Z,"Despite being thought to play an important role in galaxy evolution, the true
impact of outflows driven by active galactic nuclei (AGN) on their host
galaxies is unclear. In part, this may be because electron densities of
outflowing gas are often underestimated: recent studies that use alternative
diagnostics have measured much higher densities than those from commonly used
techniques, and consequently find modest outflow masses and kinetic powers.
Furthermore, outflow ionisation mechanisms - which are often used to probe
acceleration mechanisms - are also uncertain. To address these issues, we have
analysed archival HST/STIS spectra of the inner regions (r<160pc) of the nearby
prototypical Seyfert galaxies NGC 1068 and NGC 4151, which show evidence of
warm-ionised outflows driven by the central AGN. We derive high electron
densities ($10^{3.6}$<$n_e$<$10^{4.8}$cm$^{-3}$) using the transauroral [OII]
and [SII] emission lines ratios for the first time with spatially-resolved
observations. Moreover, we find evidence that the gas along the radio axis in
NGC 1068 has a significant AGN-photoionised matter-bounded component, and there
is evidence for shock-ionisation and/or radiation-bounded AGN-photoionisation
along the radio axis in NGC 4151. We also note that the outflow extents are
similar to those of the radio structures, consistent with acceleration by
jet-induced shocks. Taken together, our investigation demonstrates the
diversity of physical and ionisation conditions in the narrow line regions of
Seyfert galaxies, and hence reinforces the need for robust diagnostics of
outflowing gas densities and ionisation mechanisms.",http://arxiv.org/abs/2306.03920v1,"[{'term': 'astro-ph.GA', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Conformal anomaly and gravitational pair production,,[{'name': 'M. N. Chernodub'}],,2023-06-06T17:53:31Z,"We argue that the rate density of particle pair production $\Gamma$ in
background fields in conformal field theories is determined by the conformal
anomaly and related to anomalous trace of the energy-momentum tensor as $\Gamma
= (\pi/2) \langle T^\mu_{\ \mu}\rangle$ if the trace is positive (and $\Gamma =
0$ otherwise). This formula perfectly reproduces (presumably, non-Hawking)
radiation generated by static gravitational fields in the absence of an event
horizon via a new evaporation mechanism suggested recently. Our relation also
correctly describes the one-loop Schwinger pair creation in massless (scalar
and spinor) quantum electrodynamics. It also accurately points to the Savvidi
instability of the gluonic vacuum towards the formation of the chromomagnetic
condensate. Photon and neutrino pair production are also discussed.",http://arxiv.org/abs/2306.03892v1,"[{'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'cond-mat.other', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Dynamical analysis in Chameleon dark energy,,[{'name': 'Andronikos Paliathanasis'}],,2023-06-06T17:31:04Z,"We present a detailed analysis of the phase-space for the field equations in
scalar field cosmology with a chameleon cosmology in a spatially flat
Friedmann--Lema\^{\i}tre--Robertson--Walker spacetime. For the matter source we
assume that it is an ideal gas with a constant equation of state parameter,
while for the scalar field potential and the coupling function of the chameleon
mechanism we consider four different sets which provide four different models.
We consider the $H$-normalization approach and we write the field equations
with the help of dimensionless variables. The asymptotic solutions are
determined from where we find that the theory can describe the main eras of
cosmological history and evolution. Future attractors which describe
acceleration exist, however we found past acceleration solutions related to the
inflationary era, as also the radiation epoch and the matter dominated eras are
provided by the dynamics. We conclude that the Chameleon dark energy model can
be used as a unified model for the elements which contribute to the dark sector
of the universe.",http://arxiv.org/abs/2306.03880v1,"[{'term': 'gr-qc', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'math-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'math.MP', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Photon radiation by relatively slowly rotating fermions in magnetic
  field",,"[{'name': 'Matteo Buzzegoli'}, {'name': 'Jonathan D. Kroth'}, {'name': 'Kirill Tuchin'}, {'name': 'Nandagopal Vijayakumar'}]",,2023-06-06T17:01:29Z,"We study the electromagnetic radiation by a fermion carrying an electric
charge $q$ embedded in a medium rotating with constant angular velocity
$\bf\Omega$ parallel or anti-parallel to an external constant magnetic field
$\bf B$. We assume that the rotation is ""relatively slow""; namely, that the
angular velocity $\Omega$ is much smaller than the inverse magnetic length
$\sqrt{qB}$. In practice, such angular velocity can be extremely high. The
fermion motion is a superposition of two circular motions: one due to its rigid
rotation caused by forces exerted by the medium, another due to the external
magnetic field. We derive an exact analytical expression for the spectral rate
and the total intensity of this type of synchrotron radiation. Our numerical
calculations indicate very high sensitivity of the radiation to the angular
velocity of rotation. We show that the radiation intensity is strongly enhanced
if $q\bf B$ and $\bf \Omega$ point in the same direction and is suppressed
otherwise.",http://arxiv.org/abs/2306.03863v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'nucl-th', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Observation of Landau levels and topological edge states in photonic
  crystals through pseudomagnetic fields induced by synthetic strain",,"[{'name': 'René Barczyk'}, {'name': 'L. Kuipers'}, {'name': 'Ewold Verhagen'}]",,2023-06-06T16:58:09Z,"The control over light propagation and localization in photonic crystals
offers wide applications from sensing and on-chip routing to lasing and quantum
light-matter interfaces. While in electronic crystals magnetic fields can be
used to induce a multitude of unique phenomena, the uncharged nature of photons
necessitates alternative approaches to bring about similar control over photons
at the nanoscale. Here, we experimentally realize pseudomagnetic fields in
two-dimensional photonic crystals through engineered strain of the lattice.
Analogous to strained graphene, this induces flat-band Landau levels at
discrete energies. We study the spatial and spectral properties of these states
in silicon photonic crystals at telecom wavelengths with far-field
spectroscopy. Moreover, taking advantage of the photonic crystal's design
freedom, we realize domains of opposite pseudomagnetic field and observe
topological edge states at their interface. We reveal that the strain-induced
states can achieve remarkably high quality factors despite being phase-matched
to the radiation continuum. Together with the high density of states and high
degeneracy associated with flat bands, this provides powerful prospects for
enhancing light-matter interactions, and demonstrates a design principle to
govern both on-chip and radiating light fields.",http://arxiv.org/abs/2306.03860v1,"[{'term': 'physics.optics', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'cond-mat.mes-hall', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Understanding the Duration of Solar and Stellar Flares at Various
  Wavelengths",,"[{'name': 'Jeffrey W. Reep'}, {'name': 'Vladimir S. Airapetian'}]",,2023-06-06T15:28:04Z,"Recent irradiance measurements from numerous heliophysics and astrophysics
missions including SDO, GOES, Kepler, TESS, Chandra, XMM-Newton, and NICER have
provided critical input in understanding the physics of the most powerful
transient events on the Sun and magnetically active stars, solar and stellar
flares. The light curves of flare events from the Sun and stars show remarkably
similar shapes, typically with a sharp rise and protracted decay phase. The
duration of solar and stellar flares has been found to be correlated with the
intensity of the event in some wavelengths, such as white light, but not in
other wavelengths, such as soft X-rays, but it is not evident why this is the
case. In this study, we use a radiative hydrodynamics code to examine factors
affecting the duration of flare emission at various wavelengths. The duration
of a light curve depends on the temperature of the plasma, the height in the
atmosphere at which the emission forms, and the relative importance of cooling
due to radiation, thermal conduction, and enthalpy flux. We find that there is
a clear distinction between emission that forms low in the atmosphere and
responds directly to heating, and emission that forms in the corona, indirectly
responding to heating-induced chromospheric evaporation, a facet of the Neupert
effect. We discuss the implications of our results to a wide range of flare
energies.",http://arxiv.org/abs/2306.03765v1,"[{'term': 'astro-ph.SR', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
Mass-loss and composition of wind ejecta in type I X-ray bursts,,"[{'name': 'Yago Herrera'}, {'name': 'Glòria Sala'}, {'name': 'Jordi José'}]",,2023-06-06T14:14:46Z,"X-Ray bursts (XRB) are powerful thermonuclear events on the surface of
accreting neutron stars (NS), where nucleosynthesis of intermediate-mass
elements occurs. Their predicted and observed luminosities sometimes exceed
Eddington's value, thus some of the material may escape by means of a stellar
wind. This work seeks to determine the mass-loss and chemical composition of
the material ejected through radiation-driven winds and its significance for
Galactic abundances. It also reports on the evolution of pysical quantities
during the wind phase that could help constrain the mass-radius relation in
neutron stars. A non-relativistic radiative wind model was implemented and
linked, through a new technique, to a series of XRB hydrodynamic simulations,
that include over 300 isotopes. This allows us to construct a quasi-stationary
time evolution of the wind during the XRB. The simulations resulted in the
first realistic quantification of mass-loss for each isotope synthesized in the
XRB. The total mass ejected by the wind was about $6\times10^{19}g$, the
average ejected mass per unit time represents 2.6% of the accretion rate, with
0.1% of the envelope mass ejected per burst and ~90% of the ejecta composed by
$^{60}$Ni, $^{64}$Zn, $^{68}$Ge and $^{58}$Ni. The ejected material also
contained a small fraction ($10^{-4}-10^{-5}$) of some light p-nuclei, but not
enough to account for their Galactic abundances. Additionally, the observable
magnitudes during the wind phase showed remarkable correlations, some of which
involve wind parameters like energy and mass outflows, that are determined by
the conditions at the base of the wind envelope. These correlations could be
used to link observable magnitudes to the physics of the innermost parts of the
envelope, close to its interface with the NS crust. This is a promising result
regarding the issue of NS radii determination.",http://arxiv.org/abs/2306.03701v1,"[{'term': 'astro-ph.HE', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'astro-ph.SR', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Measuring Hadronic Higgs Boson Branching Ratios at Future Lepton
  Colliders",,"[{'name': 'Max Knobbe'}, {'name': 'Frank Krauss'}, {'name': 'Daniel Reichelt'}, {'name': 'Steffen Schumann'}]",,2023-06-06T13:45:17Z,"We present a novel strategy for the simultaneous measurement of Higgs-boson
branching ratios into gluons and light quarks at a future lepton collider
operating in the Higgs-factory mode. Our method is based on template fits to
global event-shape observables, and in particular fractional energy
correlations, thereby exploiting differences in the QCD radiation patterns of
quarks and gluons. In a constrained fit of the deviations of the light-flavour
hadronic Higgs-boson branching ratios from their Standard Model expectations,
based on an integrated luminosity of $5\,\text{ab}^{-1}$, we obtain $68\%$
confidence level limits of $\mu_{gg}=1 \pm 0.08$ and $\mu_{q\bar{q}}<2.3$.",http://arxiv.org/abs/2306.03682v1,"[{'term': 'hep-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': 'hep-ex', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Temperature-chemistry coupling in the evolution of gas giant atmospheres
  driven by stellar flares",,"[{'name': 'Harrison Nicholls'}, {'name': 'Eric Hébrard'}, {'name': 'Olivia Venot'}, {'name': 'Benjamin Drummond'}, {'name': 'Elise Evans'}]",,2023-06-06T13:38:18Z,"The effect of enhanced UV irradiation associated with stellar flares on the
atmospheric composition and temperature of gas giant exoplanets was
investigated. This was done using a 1D radiative-convective-chemical model with
self-consistent feedback between the temperature and the non-equilibrium
chemistry.
  It was found that flare-driven changes to chemical composition and
temperature give rise to prolonged trends in evolution across a broad range of
pressure levels and species. Allowing feedback between chemistry and
temperature plays an important role in establishing the quiescent structure of
these atmospheres, and determines their evolution due to flares. It was found
that cooler planets are more susceptible to flares than warmer ones, seeing
larger changes in composition and temperature, and that temperature-chemistry
feedback modifies their evolution.
  Long-term exposure to flares changes the transmission spectra of gas giant
atmospheres; these changes differed when the temperature structure was allowed
to evolve self-consistently with the chemistry. Changes in spectral features
due to the effects of flares on these atmospheres can be associated with
changes in composition. The effects of flares on the atmospheres of
sufficiently cool planets will impact observations made with JWST. It is
necessary to use self-consistent models of temperature and chemistry in order
to accurately capture the effects of flares on features in the transmission
spectra of cooler gas giants, but this depends heavily on the radiation
environment of the planet.",http://arxiv.org/abs/2306.03673v1,"[{'term': 'astro-ph.EP', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
"Asymptotic Stability of Solitary Waves for One Dimensional Nonlinear
  Schrödinger Equations",,"[{'name': 'Charles Collot'}, {'name': 'Pierre Germain'}]",,2023-06-06T13:31:38Z,"We show global asymptotic stability of solitary waves of the nonlinear
Schr\""odinger equation in space dimension 1. Furthermore, the radiation is
shown to exhibit long range scattering if the nonlinearity is cubic at the
origin, or standard scattering if it is higher order. We handle a general
nonlinearity without any vanishing condition, requiring that the linearized
operator around the solitary wave has neither nonzero eigenvalues, nor
threshold resonances. Initial data are chosen in a neighborhood of the solitary
waves in the natural space $H^1 \cap L^{2,1}$ (where the latter is the weighted
$L^2$ space). The proof relies on the analysis of resonances as seen through
the distorted Fourier transform, combined for the first time with modulation
and renormalization techniques.",http://arxiv.org/abs/2306.03668v1,"[{'term': 'math.AP', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}, {'term': '35Q55, 35B40, 43A32, 74J35', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
TOPAS-MC Extension for Nuclear Medicine Applications,,"[{'name': 'Cristiana Rodrigues'}, {'name': 'Luis Peralta'}, {'name': 'Paulo Ferreira'}]",,2023-06-06T13:20:35Z,"Monte Carlo (MC) techniques are currently deemed the gold standard for
internal dosimetry, since the simulations can perform full radiation transport
and reach a precision level not attainable by analytical methods. In this
study, a custom voxelized particle source was developed for the TOPAS-MC
toolkit to be used for internal dosimetry purposes. The source was designed to
allow the use of clinical functional scans data to simulate events that
reproduce the patient-specific tracer biodistribution. Simulation results are
very promising, showing that this can be a first step towards the extension of
TOPAS-MC to nuclear medicine applications. In the future more studies are
needed to further ascertain the applicability and accuracy of the developed
routines.",http://arxiv.org/abs/2306.03657v1,"[{'term': 'physics.med-ph', 'scheme': 'http://arxiv.org/schemas/atom', 'label': None}]"
